,Unigene ID,BREAST_BT549,BREAST_HS578T,BREAST_MCF7,BREAST_MCF7ADRr,BREAST_MDAMB231,BREAST_MDAMB435,BREAST_MDAN,BREAST_T47D,CNS_SF268,CNS_SF295,CNS_SF539,CNS_SNB19,CNS_SNB75,CNS_U251,COLON_COLO205,COLON_HCC2998,COLON_HCT116,COLON_HCT15,COLON_HT29,COLON_KM12,COLON_SW620,LEUK_CCRFCEM,LEUK_HL60,LEUK_K562,LEUK_MOLT4,LEUK_RPMI8226,LEUK_SR,MELAN_LOXIMVI,MELAN_M14,MELAN_MALME3M,MELAN_SKMEL2,MELAN_SKMEL28,MELAN_SKMEL5,MELAN_UACC257,MELAN_UACC62,NSCLC_A549,NSCLC_EKVX,NSCLC_H226,NSCLC_H23,NSCLC_H322M,NSCLC_H460,NSCLC_H522,NSCLC_HOP62,NSCLC_HOP92,OVAR_IGROV1,OVAR_OVCAR3,OVAR_OVCAR4,OVAR_OVCAR5,OVAR_OVCAR8,OVAR_SKOV3,PROSTATE_DU145,PROSTATE_PC3,RENAL_7860,RENAL_A498,RENAL_ACHN,RENAL_CAKI1,RENAL_RXF393,RENAL_SN12C,RENAL_TK10,RENAL_UO31
130476,,-1.28,-4.294,-4.858,2.122,-1.353,-5.121,-5.09,-3.293,-2.152,-1.513,-2.754,-4.474,-1.947,-4.104,-4.563,-3.598,-2.547,-3.591,-4.566,-3.817,-4.067,-4.405,-3.232,-2.454,-4.85,-2.541,-5.515,2.545,-2.849,-2.376,-0.238,-1.123,-4.611,0.202,-4.131,-0.083,3.531,-2.496,4.325,0.521,-0.446,-2.695,-0.881,2.198,-1.999,-1.142,2.275,-2.699,0.796,-0.311,-2.206,-0.849,1.461,0.485,0.751,-0.496,2.618,-3.185,-0.049,-0.389
130531,Hs.159430,-0.044,0.941,-1.947,-0.047,-0.866,-0.983,-0.824,-0.48,-1.069,0.316,-0.29,-0.065,0.769,-0.056,-1.46,-0.71,-0.954,-1.329,-0.592,-0.938,-2.155,-2.166,-0.513,-0.961,-2.879,-0.666,-0.221,0.369,-0.103,0.387,0.731,1.087,-1.212,-0.356,1.23,-0.053,0.295,1.439,1.09,0.471,-0.187,-0.434,0.805,-0.149,0.387,-0.483,-0.272,1.277,0.039,-0.313,-0.351,-0.915,0.229,0.53,0.188,0.448,1.01,-1.162,0.7,0.418
135118,Hs.524134,-2.15,-3.331,3.181,-1.249,-2.445,-5.231,-5.062,3.866,-2.236,-2.745,-2.438,-2.683,-2.065,-3.17,-2.054,-3.904,-2.282,-3.494,-4.015,-3.218,-3.411,0.85,-3.511,-4.137,0.338,-2.536,-4.767,-2.845,-2.59,-2.875,-4.033,-4.999,-4.711,-2.869,-3.078,-4.654,-1.146,-2.279,-0.472,-1.835,-4.584,-4.154,-1.271,-2.117,-2.382,-4.143,-3.667,-1.945,-2.539,-5.389,-2.998,-2.164,-1.899,-2.652,-3.515,-3.578,-4.04,-0.574,-3.188,-4.554
136798,Hs.203717,-0.754,3.338,-5.333,1.107,-3.892,-4.805,-4.49,-4.225,0.767,-1.648,0.282,-3.681,0.869,-3.58,-5.397,-3.936,-3.697,-3.507,-4.266,-3.802,-4.241,-4.594,-3.984,-3.444,-5.383,1.259,-5.398,-1.345,-0.637,-0.527,-1.245,1.813,-3.281,0.019,-1.106,-2.268,-2.402,-4.705,-5.124,-3.316,0.431,-5.141,-0.642,-0.088,-3.015,-4.325,-4.1,-2.851,-0.139,-4.115,-4.023,-3.673,0.709,-3.348,0.463,-1.275,1.06,-6.675,2.122,-1.078
143985,Hs.205558,1.461,1.12,-2.715,-1.003,-0.627,-3.116,-3.011,-2.152,-1.158,0.663,-1.133,0.103,-0.696,-0.581,-2.684,-2.055,-1.435,-2.501,-2.08,-2.089,-2.538,-1.638,-1.369,-2.36,-2.139,-2.194,-2.392,1.323,-2.677,-2.175,-1.608,-2.012,-3.231,-2.002,-1.917,-1.652,-0.423,0.096,-0.943,-2.268,-1.349,-3.398,1.06,-0.043,-2.664,-2.033,-0.249,-2.1,0.474,-2.018,-2.061,-1.289,-0.751,0.581,0.022,0.093,0.496,-2.269,-0.325,0.801
144758,Hs.510301,1.38,-1.445,-1.739,-2.007,-2.065,-1.385,-0.804,-1.357,-1.871,-1.154,-2.44,-0.825,0.082,-1.666,-1.319,-0.762,-0.892,-0.823,-2.393,-0.465,-1.178,-0.937,-1.31,-0.262,-1.679,-1.632,-1.201,1.355,-0.766,-1.327,-1.663,-1.256,-0.342,-1.102,-1.423,-0.968,0.251,1.944,-0.819,-2.189,-1.352,-1.263,-2.22,-0.77,-0.127,-1.185,-0.643,-1.176,-2.244,-0.971,-0.969,-0.326,-0.43,0.418,-0.915,-0.925,0.337,-2.54,1.32,-0.817
145292,Hs.17441,-1.262,2.202,-6.405,-2.058,-4.488,-5.283,-5.753,-4.991,-1.674,-0.906,2.422,-1.337,1.286,-0.966,-5.817,-3.805,-4.118,-4.383,-6.24,-4.685,-5.498,-4.019,-6.046,-5.887,-5.731,-4.602,-6.228,-4.565,-2.475,-1.9,-5.616,-2.279,-5.438,-3.22,-1.421,-1.756,-1.022,0.981,-5.221,-3.522,-3.117,-5.333,0.072,-5.98,1.011,-1.549,1.376,-4.233,-0.789,-0.161,-3.558,-2.432,-1.613,0.019,0.608,0.766,0.756,-4.187,0.056,1.16
145965,Hs.510833,-0.267,0.238,-0.364,0.951,0.372,-1.443,-1.162,-0.045,-0.247,0.611,0.391,-0.14,-0.532,1.753,-0.087,0.536,0.066,1.6,1.316,0.204,0.148,-4.673,-2.968,-0.375,-4.799,-2.15,-4.019,-0.118,-0.913,0.168,-0.429,-1.602,-1.202,-0.964,-1.028,1.641,0.827,0.734,0.598,1.552,0.199,0.731,0.591,0.365,0.303,0.469,0.405,1.314,1.334,0.723,1.123,0.177,0.911,0.261,1.2,0.101,0.659,-0.343,1.587,0.946
146311,,-0.222,-0.036,-1.683,0.612,-0.339,0.027,-0.414,-1.203,-0.161,-0.443,0.066,-0.192,0.211,0.288,-2.422,-0.109,-1.153,-3.266,-1.156,-1.144,-0.312,0.471,-0.56,-2.862,-0.41,-0.851,1.332,1.249,-0.429,0.205,-0.067,-0.275,-0.226,0.288,1.081,-0.267,0.42,1.563,0.184,1.082,-0.243,-0.535,0.275,-0.704,0.937,-0.109,0.09,-0.021,0.69,0.432,0.101,0.087,-0.321,-0.058,0.639,-0.241,0.685,-0.511,0.835,-0.274
152241,Hs.435013,1.047,1.849,-4.984,0.45,-2.714,-3.772,-5.773,-3.753,-0.187,-1.451,-0.377,-4.731,0.018,-3.973,-4.93,-1.973,-3.228,-2.81,-4.259,-4.401,-3.861,-4.178,-4.606,-3.931,-4.35,-3.446,-1.005,1.441,-4.06,-3.444,-1.173,-4.237,-5.679,-3.301,-4.649,-1.745,-1.205,2.189,-3.971,-1.484,-2.24,-4.779,0.515,-3.687,-3.84,-3.883,-2.571,-3.143,1.076,-4.07,-3.734,-2.185,-3.579,-3.114,-3.505,-3.781,-4.113,-4.182,-4.725,-3.826
158337,Hs.369982,1.4,2.488,-2.088,0.116,0.811,0.974,1.431,-0.333,1.243,1.364,1.205,0.943,1.634,0.589,-2.309,-3.676,0.206,-3.088,-3.402,-2.468,-0.92,-1.698,-3.663,-1.626,-4.896,-0.734,0.783,0.196,1.285,1.59,0.884,1.622,0.552,-0.584,1.489,-0.18,0.37,0.936,-1.491,-3.22,-0.46,-3.307,1.334,0.498,0.114,-2.062,0.343,-0.527,0.922,0.493,0.488,0.294,1.269,0.356,0.306,-0.017,0.703,-0.06,1.161,0.192
158260,Hs.473058,-0.015,-0.905,0.378,0.416,-0.021,-0.036,-0.078,-0.244,-0.407,-0.728,-0.586,-0.261,-0.366,0.244,0.64,0.629,0.411,0.711,0.171,1.161,0.731,-2.99,0.083,-3.988,-1.992,-1.849,-1.386,0.173,0.334,-0.436,-0.084,0.021,-0.891,-0.652,-0.885,0.004,0.156,-0.473,-0.132,0.747,0.571,0.57,-0.938,-0.392,0.112,0.708,0.73,0.561,0.198,0.107,0.437,0.438,0.156,-0.174,-0.324,-0.067,0.019,0.616,-0.05,-0.302
159512,Hs.133397,1.157,1.243,-3.134,-0.001,-3.166,-3.309,-3.054,-1.818,0.792,1.306,1.67,1.927,1.765,1.173,-2.681,-2.196,-1.945,-2.464,-3.423,-2.142,-2.862,-3.002,-3.601,-3.887,-2.209,-1.479,-2.578,-2.105,-2.153,-2.161,-2.638,-3.023,-3.099,-2.507,-2.839,-0.003,-1.358,0.089,1.275,-2.142,0.123,2.762,0.31,-1.312,-0.669,-0.659,-0.395,-2.352,-0.415,-0.118,-1.805,0.93,0.295,-0.329,-0.499,-0.234,-1.517,-0.318,-2.687,1.216
162077,Hs.484885,0.621,-1.058,0.413,-0.27,0.996,0.435,0.704,0.894,0.042,0.884,0.174,-0.42,0.596,-0.045,1.365,-0.047,0.954,0.52,0.502,0.713,1.083,-0.391,-3.25,-2.741,-0.239,1.784,-0.444,1.049,1.175,1.654,0.9,0.689,0.896,0.472,1.152,0.301,0.622,-0.809,0.36,0.197,0.191,-0.033,-0.076,0.895,0.566,0.322,-2.124,1.134,-1.112,0.472,0.379,1.227,-0.126,0.808,0.069,0.132,0.273,0.432,-0.017,0.215
43555,Hs.21160,-0.684,1.074,0.538,0.488,-1.39,-1.133,-0.876,-0.331,-0.899,1.739,0.607,0.42,0.608,1.453,-0.161,1.066,0.127,0.868,-0.061,0.48,0.337,-0.396,-1.675,-0.986,-0.336,-0.007,-1.443,-0.292,-0.647,-0.674,0.034,-0.053,-0.101,-1.112,0.261,1.18,0.369,-0.744,0.472,1.175,0.91,-0.975,0.827,-0.135,-0.673,-0.087,0.035,-0.156,0.488,0.575,0.648,0.405,1.06,1.644,0.45,0.838,0.854,-1.602,0.25,0.86
44449,Hs.504352,-3.279,1.448,-3.317,-3.225,-4.864,-4.285,-3.292,-1.383,0.621,-1.717,-1.468,0.85,-0.355,0.106,-3.104,-3.25,-2.277,-2.957,-2.447,-2.844,-2.311,-2.183,-1.052,-1.931,-2.679,-2.153,-3.274,1.669,1.975,-1.914,-1.111,-1.377,-2.149,-2.192,1.26,-2.459,-3.861,-3.187,-2.931,-2.565,-0.496,-3.085,0.607,-3.692,-2.186,-2.664,-0.615,-2.66,-2.86,-2.621,-2.226,-1.378,-2.072,-2.102,-2.477,-3.512,-0.698,-4.769,-2.686,1.377
45720,Hs.278573,0.674,1.277,-2.932,-0.085,0.549,1.154,1.304,-0.316,0.518,1.095,-0.203,0.418,0.772,0.235,-2.57,-1.538,-0.999,-0.542,-0.021,0.025,-1.431,-2.022,-4.579,-0.64,-2.396,0.43,1.856,0.707,0.894,0.592,2.01,1.978,1.332,0.424,1.556,-0.719,1.263,0.654,0.083,0.492,-0.995,-1.132,0.569,-0.203,-0.704,-0.102,-0.892,0.695,0.129,0.024,-0.272,0.81,0.14,0.646,-0.649,-0.174,0.544,1.349,0.509,2.068
46173,Hs.445818,-4.844,-4.654,-5.12,-3.698,-5.096,-5.664,-5.76,-4.287,-5.51,-5.713,-2.651,-5.417,-5.507,-5.349,-4.822,-3.009,-4.866,-4.63,-3.993,0.468,-5.175,-4.468,-3.152,-5.367,-5.138,-3.109,-5.613,-3.13,-5.459,-5.36,-4.727,-4.365,-5.209,-5.043,-5.496,-4.009,-5.7,-4.741,-5.274,-3.844,-3.921,-5.301,-4.598,-4.479,1.788,3.195,0.761,-4.746,-3.315,-1.983,-3.616,-4.098,-4.749,-5.191,-3.914,-3.785,-4.089,-5.218,-3.331,-5.149
46694,Hs.133421,0.225,0.642,-1.347,-0.311,-0.448,-0.268,-0.02,-0.316,-1.55,-0.322,-0.686,-0.927,0.367,-0.153,-1.714,-1.442,-0.155,-0.594,-1.652,-0.654,-0.212,-0.153,-2.058,0.036,-0.084,-2.025,-1.184,0.036,-0.297,-1.361,-1.2,-1.353,-0.302,-1.423,-0.299,-0.326,0.006,1.141,-0.274,-0.156,0.979,-1.083,0.491,-0.813,0.392,-0.174,-0.172,-0.285,-0.065,-0.034,0.672,0.562,0.174,-0.807,-0.717,0.146,-0.337,0.064,0.22,-0.252
46818,Hs.432822,0.77,0.036,0.132,0.051,-0.091,-0.71,-0.649,2.167,-0.569,-0.202,0.497,0.346,0.001,-0.375,-0.075,0.406,-0.163,0.37,0.146,0.955,-0.358,0.253,-0.722,-0.407,0.303,1.355,1.134,0.151,-0.441,-0.948,0.468,0.035,-0.961,-0.866,-1.492,-0.08,-1.756,1.275,-0.644,-0.011,0.895,-0.348,0.072,0.481,-0.32,-0.307,0.241,1.894,0.812,-0.209,0.614,-1.567,0.63,0.525,0.776,0.207,0.995,0.402,1.934,0.237
49729,Hs.141125,0.513,-0.068,-1.374,-1.306,0.129,0.262,0.137,-0.282,0.091,0.228,-0.742,-0.965,-0.674,0.125,0.652,1.338,-0.728,0.96,0.021,0.243,0.613,1.61,-0.169,-0.009,1.243,0.248,1.661,0.072,0.184,0.227,0.081,-0.281,-0.208,-0.694,-0.665,-0.776,-0.44,1.885,-0.095,0.043,-0.027,-0.207,0.422,-0.483,0.619,0.006,-0.459,-1.436,-1.083,0.381,-1.16,-0.329,0.089,-0.143,-0.149,-0.084,0.102,-0.323,-0.391,0.301
50250,Hs.438858,-0.253,-5.073,-4.226,0.772,-6.45,-5.76,-5.862,-4.941,0.927,0.408,-3.238,1.957,-3.366,1.685,-3.935,-2.121,-3.623,-2.982,-4.07,-2.45,-3.397,-3.867,-4.603,-4.586,-3.86,-4.909,-4.945,-4.427,-5.321,-3.333,-4.831,-3.545,-4.729,-3.669,-5.124,0.425,-3.213,1.985,0.219,-3.385,1.093,1.292,1.504,-6.109,-3.102,0.956,-2.604,-3.53,0.94,-4.028,1.585,0.627,-0.67,-0.533,-3.406,1.653,-1.086,1.565,0.394,1.245
50243,Hs.411391,-1.015,1.699,-6.005,-3.25,-1.019,-2.434,-2.102,-4.075,0.718,0.121,-1.376,-0.013,-0.474,-0.221,-6.104,-6.046,1.454,-4.54,-3.974,-5.677,-2.313,-4.768,-3.107,-3.54,-5.232,-3.426,-4.57,1.013,-2.015,-3.025,-0.685,-2.479,-4.179,-1.134,0.261,-3.194,-3.735,0.594,-5.035,-3.248,-3.914,-1.206,1.943,1.512,-4.379,-2.952,-2.002,-1.959,-4.205,-1.252,-1.841,0.939,-2.179,-2.139,-3.927,-0.198,-3.039,-1.213,-4.866,-1.69
50914,Hs.23406,-0.68,-0.18,-0.317,-0.518,0.743,0.69,1.393,0.345,-0.547,-0.876,-0.562,-0.307,-1.427,0.059,0.185,0.633,0.837,0.203,0.018,1.239,-0.067,-0.062,-0.139,0.493,-0.811,-0.097,-0.624,-0.117,-0.396,-0.703,-0.496,-0.831,1.609,-0.4,-0.565,-0.169,0.024,0.615,0.343,-0.505,0.128,-0.164,0.808,-0.857,-0.685,0.326,0.169,-0.393,0.673,-1.712,0.412,-0.404,-0.062,-0.228,0.171,0.069,-0.595,0.502,0.072,0.099
51104,Hs.26814,-0.594,0.978,-1.113,-0.757,-1.024,1.884,1.603,-0.251,0.054,-0.674,0.504,-0.23,-0.01,-0.299,1.223,-0.74,-0.776,-0.214,-0.815,-0.427,-0.098,0.637,0.079,-0.36,0.068,0.654,-0.649,-0.649,1.554,1.58,1.654,1.514,3.22,0.838,1.462,-0.451,-0.218,-0.996,-0.891,-0.974,-0.238,-0.857,-0.65,-0.754,-0.388,0.992,-0.034,-0.419,0.029,-0.068,-0.994,-0.319,-0.246,-0.225,-0.482,-0.034,-0.013,-0.998,-0.276,-0.946
52128,Hs.148766,1.308,0.625,-0.891,1.344,1.293,-0.877,-1.181,0.611,0.926,0.52,0.928,0.918,0.582,0.531,-1.376,-0.457,0.149,0.214,-0.801,-3.357,0.704,1.17,0.377,-1.082,0.376,-0.027,1.388,0.142,-0.228,-0.138,-0.461,-0.781,0.434,0.646,-0.24,0.215,1.62,0.194,0.743,0.422,0.027,1.497,0.604,0.595,-0.043,-0.435,-0.002,0.548,1.532,0.334,1.48,0.244,0.048,0.067,0.419,-0.109,0.213,0.756,0.533,0.778
51904,Hs.472475,-0.196,0.389,-1.231,-0.263,-0.379,-0.79,-0.781,-2.255,0.54,-0.581,0.023,0.446,0.272,0.228,0.638,-1.597,-1.037,-0.937,-1.308,-1.088,-0.332,0.333,-1.05,-0.409,-1.539,-1.314,-0.113,-0.429,-0.086,-1.032,-1.059,-0.313,-1.001,-0.241,-0.33,-0.58,0.912,1.583,-1.467,-0.544,-1.799,2.232,0.638,-0.605,-0.321,-1.086,-0.124,0.788,0.128,0.787,-0.747,-0.43,-0.222,0.15,0.522,-0.153,-0.383,-0.051,1.208,0.486
52519,Hs.459715,-0.265,0.088,-3.068,-2.049,1.376,-5.253,-4.089,-1.046,-0.621,-0.365,-2.399,1.891,-0.689,1.776,0.133,0.686,-0.479,1.986,0.727,-0.793,-1.855,-4.547,-2.141,-3.464,-2.781,-1.743,-4.886,-0.213,-3.339,-1.729,-1.385,-2.82,-5.471,-1.723,-0.77,-1.234,-0.867,0.312,-2.724,-1.425,-1.288,-3.952,1.33,-0.305,1.554,1.029,1.131,-0.325,-0.821,-0.652,-2.245,-1.256,-0.163,-0.06,-1.65,-1.133,-0.927,-1.979,1.234,0.14
52218,,-0.374,-0.022,-1.38,-0.636,-0.321,-0.65,-0.223,-0.296,-0.756,1.261,0.251,1.655,1.245,2.445,-1.708,-1.328,-0.355,0.083,0.73,-0.938,-1.149,-0.927,-1.923,-0.747,-0.761,0.341,0.627,0.435,0.769,0.789,2.283,0.65,0.939,-0.08,0.432,0.891,0.124,-0.683,0.338,1.305,1.151,-0.096,0.314,1.763,-0.749,0.227,0.13,0,-1.538,0.233,0.868,0.674,0,1.595,-1.161,0.701,1.013,0.926,-0.349,0.726
166966,Hs.79136,-0.14,0.372,2.736,-1.156,-0.458,-0.289,-0.373,-0.043,-1.132,0.116,-0.42,-1.745,-0.368,-1.589,-1.356,-0.66,-0.062,-0.073,-1.072,-1.497,-2.036,-0.298,-0.748,-1.84,-1.016,0.095,0.405,-0.429,0.579,0.859,0.324,0.297,0.539,0.207,0.133,-0.646,0.669,0.148,-0.038,-1.101,-0.486,-1.008,-0.523,-0.256,-0.833,0.047,-0.658,-2.063,-1.392,-0.218,0.952,-1.249,-0.222,-0.496,0.213,-0.129,0.323,-1.496,0.207,-0.484
175269,Hs.32995,0.932,0.77,-0.292,0.285,0.421,-0.147,-0.508,0.466,1.186,0.955,1.553,0.488,1.16,0.882,-0.261,0.127,-0.715,-0.418,0.138,0.024,-0.529,-1.813,-1.387,-1.172,-2.984,-0.552,-0.248,-0.349,0.278,-0.639,-0.572,-1.215,-1.017,-1.016,-0.612,0.098,0.458,1.552,0.127,-0.655,0.153,-0.041,-0.729,1.771,-1.05,-0.042,-0.513,0.756,0.44,-1.045,-0.029,0.125,0.325,1.638,0.432,0.812,0.794,-0.138,-0.705,-0.058
189963,Hs.466391,-0.73,-0.694,-0.463,0.724,-0.935,-1.17,-1.054,-1.344,-1.192,-0.734,-0.501,0.051,-0.22,-1.208,-0.793,-0.866,-0.807,-0.476,-0.769,-0.906,-0.756,0.096,0.462,-0.411,-0.193,-1.41,-0.008,-0.565,-0.693,-0.977,-0.643,-0.127,-0.598,-0.741,-0.62,0.528,-1.009,-0.541,-0.426,-1.592,-1.281,-0.952,-0.113,-0.34,-1.098,1.79,0.337,-0.739,0.961,-0.614,-0.515,-0.376,-0.701,-0.114,-0.741,-0.69,-0.055,-1.664,-0.171,-0.807
197549,Hs.518201,1.246,-0.365,-1.152,-0.668,-1.167,1.406,1.429,-0.868,-2.606,-0.291,1.341,0.279,-0.148,-0.682,0.732,1.024,-0.662,0.506,2.411,-0.098,-0.586,0.603,-0.348,-1.367,0.823,0.056,1.657,-0.34,0.537,-0.027,0.563,1.27,0.293,-0.395,-0.233,-0.895,-0.93,0.147,-0.64,-0.343,-0.394,-1.966,-0.232,-0.386,-1.322,1.374,-0.094,-0.518,-1.306,-0.289,-1.008,-0.033,0.107,0.424,-0.207,-0.164,0.934,-0.618,1.072,0.774
200696,Hs.487883,0.825,-1.006,0.642,0.536,1.332,0.683,1.02,1.298,0.821,0.06,0.286,-0.183,-0.324,-0.48,0.851,-0.369,0.648,1.222,0.384,-0.565,0.158,1.331,0.752,-0.032,0.451,2.065,-0.308,-0.004,-0.023,1.254,0.425,0.451,1.991,0.395,-0.315,0.563,0.17,-1.065,1.282,0.477,1.155,0.677,0.647,1.737,1.897,-0.182,0.333,1.542,0.487,0.901,0.94,-0.131,0.031,0.138,0.793,0.116,0.156,1.495,0.228,-0.94
203527,Hs.181244,-0.602,0.795,-2.547,-0.256,1.813,-0.204,-0.345,-1.375,0.28,0.971,1.88,0.742,1.874,-0.178,0.391,1.183,-0.132,0.385,0.38,-1.905,0.387,-0.883,-1.187,-4.213,-1.454,1.321,1.215,-1.507,0.875,1.786,0.86,0.649,0.497,-0.163,-0.594,-1.348,-0.419,1.691,-0.3,-1.174,1.173,-1.573,-0.273,1.684,-1.405,-2.04,-0.913,0.015,0.344,1.159,-0.276,0.007,0.92,0.605,-0.09,0.905,2.018,0.913,-0.228,0.342
208950,Hs.499886,-0.945,-1.313,-0.158,-1.422,-1.621,0.223,0.115,0.422,-1.989,0.015,-0.54,0.683,2.088,-0.028,1.34,1.684,0.339,0.816,0.05,0.705,-0.25,-5.281,-0.886,-4.443,-4.576,-0.457,-0.414,-0.476,-0.223,-0.491,1.074,-0.746,-0.587,-0.84,-0.459,1.82,0.42,0.567,0.407,2.723,1.339,-1.434,0.244,-1.163,-0.404,-0.015,-0.02,0.088,-2.009,-0.243,0.34,0.636,-1.128,0.143,-0.946,-1.761,-2.099,1.686,-0.959,-1.353
209731,,0.056,-0.126,-1.973,-0.811,-1.14,-2.313,-2.003,-2.347,0.244,-0.293,0.122,-0.354,-0.571,-1.187,-1.741,-1.124,-1.181,-1.271,-3.817,-0.686,0.071,-0.509,-1.911,2.326,-2.343,0.295,0.251,1.634,-2.888,0.252,-0.124,1.511,0.166,0.796,-3.072,-1.361,-0.897,0.261,-0.79,-0.516,-1.546,-0.416,-0.293,-2.69,-1.347,-1.488,-1.212,-1.608,-0.975,-1.707,-0.549,-0.868,-1.386,-1.065,-0.473,-1.146,-0.192,1.11,-1.739,-1.033
211086,Hs.203213,0.81,-0.237,1.053,-0.14,1.126,0.544,0.796,1.141,0.751,0.511,0.199,0.037,0.798,-0.438,1.124,1.017,1.071,0.426,0.673,0.29,0.186,1.288,0.332,0.016,0.076,2.083,0.689,-0.356,1.351,1.447,1.426,1.253,1.308,0.502,0.22,0.449,0.853,-0.19,0.831,0.782,0.5,1.457,-0.285,1.7,1.066,0.011,1.09,1.298,-0.264,0.233,0.247,-0.631,0.165,1.377,0.712,-0.019,0.403,-0.52,1.222,0.122
211515,Hs.535678,1.067,-0.683,1.239,0.443,0.64,0.586,0.973,1.903,0.635,-0.157,0.054,0.01,0.141,-0.754,1.096,0.464,0.597,0.718,-0.154,-0.196,-0.211,0.289,0.112,-0.339,-0.115,1.647,0.644,0.045,0.344,1.895,0.927,0.458,1.842,0.843,0.439,-0.178,0.602,-0.444,0.741,-0.25,-0.029,0.381,-0.322,2.057,0.397,1.113,0.95,1.134,-0.053,-0.067,0.73,-0.749,0.244,0.73,0.066,0.553,0.532,-0.162,0.623,0.527
211995,Hs.78183,-3.568,-0.565,-3.178,-2.679,-3.956,-4.374,-4.085,-3.52,-3.695,0.099,-4.232,-0.124,-0.726,-2.693,3.212,4.253,-3.314,-2.953,-2.433,-1.895,0.157,-1.638,-2.382,-0.857,-2.451,-1.052,-3.611,-2.95,-3.352,-3.233,-3.202,-2.55,-3.69,-2.916,-3.465,3.782,0.675,-3.257,-2.833,2.132,3.736,-2.196,-2.558,-2.867,-2.831,0.365,-3.474,-2.521,-2.799,1.472,-2.419,-2.333,-2.326,2.769,-1.65,-0.224,-2.005,-4.082,-1.369,-2.731
220376,Hs.523789,0.448,-0.31,-0.028,1.983,-0.782,-1.473,-1.165,0.143,-0.281,1.113,1.284,-0.194,0.97,0.74,-1.167,0.741,-0.804,0.049,-0.351,-0.832,-0.572,-1.866,-0.949,-0.908,-2.716,0.042,-1.914,0.694,1.179,-1.72,-1.704,0.657,-0.002,1.526,0.122,-0.496,0.097,1.624,-0.695,-0.092,0.11,1.148,0.828,1.58,0.211,-0.68,-0.508,0.89,1.673,0.166,-0.345,-0.601,0.155,-0.383,0.074,0.036,1.418,0.449,0.504,0.445
221263,Hs.134470,-2.2,-1.966,0.109,-0.445,-6.428,-1.242,-1.967,-0.562,-0.055,0.187,-0.951,0.639,-0.757,0.237,1.798,-1.042,0.592,0.14,-0.993,0.311,0.864,0.428,-0.661,-0.33,1.357,0.431,-1.981,-0.276,-0.088,0.078,0.245,0.293,-0.562,0.431,-0.599,-0.374,-0.158,0.758,-0.12,-2.075,-0.761,-0.528,-0.888,-0.332,-0.236,-1.005,-1.597,-0.674,-0.43,-0.456,-0.51,0.327,-1.221,-0.683,-0.762,-0.885,-2.889,-1.849,-0.39,-0.907
222341,Hs.436445,0.302,0.474,0.482,-0.603,-1.284,-0.606,-0.395,0.364,-1.56,0.25,-0.333,-1.103,-1.008,-0.027,-0.169,0.553,0.35,-0.112,0.355,0.959,-0.376,-0.251,-0.933,-0.755,-0.672,-0.808,-0.744,-0.155,-1.406,-0.018,-0.325,-0.308,-0.027,-0.14,-0.267,1.649,-0.027,0.424,2.562,0.931,0.382,-0.325,0.794,-0.563,-0.038,0.471,0.619,0.723,-0.876,0.631,0.215,-0.087,1.05,1.473,0.039,0.992,0.945,-0.49,-0.037,0.917
232896,Hs.345588,0.785,2.266,-1.877,1.781,-4.771,-3.05,-3.356,-1.597,2.851,1.633,0.796,-2.433,0.099,-3.829,-2.527,-0.422,0.693,-2.765,-3.257,-2.742,-0.698,2.182,-0.034,-0.174,-2.086,-2.405,-3.242,0.26,-0.253,1.459,-0.086,1.33,2.55,1.272,1.158,0.679,1.199,1.194,0.023,-1.129,1.094,1.369,2.062,0.136,0.994,-1.744,-1.894,-1.96,2.613,0.297,2.316,-1.778,1.425,1.363,1.308,0.392,1.385,1.031,1.081,1.59
233795,Hs.181042,1.105,-0.039,1.261,0.04,1.36,0.718,0.877,1.371,1.09,0.757,-0.007,-0.231,0.807,0.084,1.462,1.014,1.234,0.422,0.739,0.14,0.454,1.308,0.222,0.114,0.397,2.25,0.995,-0.489,1.201,1.462,1.736,1.37,1.311,0.717,0.78,0.561,1.037,0.166,1.337,0.696,0.522,1.701,0.021,1.996,1.31,0.093,0.87,1.328,-0.086,0.392,0.306,-0.835,0.355,1.042,0.555,0.18,0.551,-0.571,1.22,0.453
239001,Hs.288304,-0.165,1.169,-1.561,-0.196,0.167,-2.359,-2.438,-3.227,1.123,0.557,0.304,1.599,0.276,0.479,-0.289,2.052,0.209,-0.594,-0.44,-0.77,-1.37,-0.793,0.595,0.655,-0.676,1.296,1.173,0.464,-0.672,0.803,-0.246,-0.636,-0.404,0.776,1.031,2.21,0.096,0.105,0.049,-1.023,1.661,0.119,0.685,1.407,-0.219,-2.13,-0.102,-0.001,-1.223,-0.806,0.257,-1.65,0.137,0.887,0.339,-0.242,0.499,0.709,0.019,-0.444
240566,Hs.521456,-0.843,1.028,-1.484,-1.055,0.877,0.299,-0.181,-0.576,0.189,-0.308,0.137,-1.031,-0.524,-0.2,0.279,0.144,0.469,-0.039,-0.466,0.58,-0.07,-3.456,-1.839,-0.299,-2.009,-1.618,0.061,0.929,0.239,0.515,-0.89,-0.819,-0.306,-0.08,1.107,-0.158,-0.319,0.828,0.113,-0.763,0.287,-0.26,0.244,-0.021,0.047,0.325,-1.454,0.554,-0.449,-0.361,0.924,-0.401,-0.684,0.424,0.6,0.376,-0.241,0.421,0.121,0.936
